ML_ID	Volume	Estimateddensity	Minimal	Maximal	Positivesurfacearea	Negativesurfacearea	Overallaveragevalue	Positiveaveragevalue	Negativeaveragevalue	Overallvariance	Positivevariance	Negativevariance	Balanceofcharges	Product	Molecularpolarityindex	Nonpolarsurfacearea	Polarsurfacearea	Label
Q0026	3517.95867	1.6288	-34.54579	56.46106	851.50132	860.626	0.00317006	0.02449293	-0.01792675	0.00062037	0.0004695	0.00015087	0.18405436	0.00011418	0.57667294	237.26	242.18	1.0
Q0037	3278.7229	1.3653	-54.46778	36.5442	820.46425	758.16986	-0.00186211	0.02284381	-0.02859796	0.00066558	0.00019191	0.00047367	0.20519718	0.00013657	0.69681145	157.58	284.48	0.0
Q0039	2727.76664	1.5642	-46.78541	41.33057	697.43099	687.47649	0.00031062	0.02932012	-0.02911892	0.0006205	0.00023824	0.00038226	0.23653217	0.00014677	0.79512321	102.65	285.17	0.0
Q0040	2495.71284	1.5211	-38.32114	25.72982	565.19449	651.41612	-7.762e-05	0.01743884	-0.0152756	0.00025253	0.0001184	0.00013413	0.24902995	6.289e-05	0.44301666	189.36	151.32	1.0
Q0041	3232.26481	1.4334	-78.72545	56.7363	880.18885	645.11501	0.00213296	0.03103002	-0.03729392	0.0015682	0.00052218	0.00104602	0.22210425	0.0003483	0.91645993	143.97	283.16	1.0
Q0044	3654.33227	1.4337	-48.27908	33.57661	1034.36382	662.33692	0.00255968	0.02159135	-0.02716185	0.00064872	0.00014547	0.00050325	0.1739553	0.00011285	0.6467029	181.45	293.67	1.0
Q0046	3372.40267	1.4736	-64.03825	69.70579	894.7932	726.71959	0.00264173	0.02665467	-0.02692486	0.00104544	0.00047425	0.00057119	0.24785051	0.00025911	0.72860558	190.32	263.75	1.0
Q0050	2904.20134	1.4812	-82.61937	78.61845	825.18674	581.0165	0.00090542	0.02505494	-0.03339284	0.00150165	0.00042836	0.0010733	0.20388523	0.00030616	0.77552442	155.51	238.27	0.0
Q0054	2651.87957	1.4382	-59.18557	70.90617	634.97894	694.21011	-0.00381007	0.02401307	-0.0292593	0.00109371	0.00054932	0.00054439	0.2499949	0.00027342	0.72798822	158.73	213.48	0.0
Q0055	3750.17131	1.4837	-51.06178	70.04575	985.35617	804.00571	0.00375485	0.02362465	-0.02059677	0.00061245	0.00030724	0.00030522	0.24999728	0.00015311	0.60583823	207.44	293.63	1.0
Q0057	2437.26678	1.4268	-55.25197	68.34989	680.13903	550.8057	-0.00010523	0.02292377	-0.02854162	0.00076563	0.00036284	0.00040279	0.24931915	0.00019089	0.69219136	132.66	212.04	0.0
Q0061	2370.85781	1.3392	-46.08651	60.83845	652.04356	519.20701	0.00287804	0.02299156	-0.02238142	0.00055645	0.00026523	0.00029122	0.24945453	0.00013881	0.61827216	133.1	194.89	0.0
Q0062	4250.34051	1.4544	-55.35021	36.65224	1071.16567	846.92629	0.00144667	0.02545157	-0.02891398	0.00086898	0.00024389	0.00062509	0.20189001	0.00017544	0.73417364	199.31	337.82	1.0
Q0062	4250.34051	1.4544	-55.35021	36.65224	1071.16567	846.92629	0.00144667	0.02545157	-0.02891398	0.00086898	0.00024389	0.00062509	0.20189001	0.00017544	0.73417364	199.31	337.82	1.0
Q0063	3362.65193	1.5011	-52.47459	37.77662	842.06502	743.48978	-0.00214839	0.01949807	-0.02666483	0.00065634	0.00015648	0.00049986	0.18157064	0.00011917	0.62201608	184.97	259.03	1.0
Q0064	2741.70456	1.5425	-58.19259	57.52113	678.70739	657.73112	-0.0034445	0.02288674	-0.03061549	0.00082323	0.00028993	0.0005333	0.22815068	0.00018782	0.72628427	144.44	229.8	1.0
Q0067	4062.30622	1.4086	-53.18417	72.91288	1123.16981	746.24935	0.00347784	0.02512703	-0.02910606	0.00094578	0.00036001	0.00058577	0.2357551	0.00022297	0.72696328	194.1	329.39	1.0
Q0070	2786.10739	1.6719	-46.14245	40.63771	681.56105	658.02311	0.0024961	0.02032932	-0.01597504	0.00040154	0.00021035	0.00019119	0.24943076	0.00010016	0.49498688	194.66	180.46	1.0
Q0073	2846.61911	1.3675	-55.61229	75.12074	820.91071	524.79042	0.00471355	0.02718109	-0.03043162	0.00118164	0.00056876	0.00061288	0.24965146	0.000295	0.77412906	144.93	231.91	0.0
Q0074	2114.22958	1.8927	-35.82741	42.7878	503.35523	603.53916	0.00066871	0.02309425	-0.01803433	0.00054811	0.00030755	0.00024056	0.24626603	0.00013498	0.55335182	150.21	159.75	0.0
Q0078	2582.70664	1.507	-59.44164	45.9996	623.31916	655.8634	-0.00407375	0.02216308	-0.02900869	0.00050013	0.00015304	0.0003471	0.21236045	0.00010621	0.69859686	107.23	250.98	0.0
Q0078	2582.70664	1.507	-59.44164	45.9996	623.31916	655.8634	-0.00407375	0.02216308	-0.02900869	0.00050013	0.00015304	0.0003471	0.21236045	0.00010621	0.69859686	107.23	250.98	0.0
Q0079	3077.16236	1.5492	-60.30842	55.38526	807.20603	655.75181	0.00524987	0.02901904	-0.02400908	0.00092256	0.00044057	0.00048198	0.24949623	0.00023017	0.72854105	153.31	256.36	1.0
Q0080	2316.44727	1.6267	-39.11905	65.58706	539.40117	625.8387	0.00082404	0.02453432	-0.01961151	0.00065226	0.00043436	0.0002179	0.22246606	0.00014511	0.59566609	150.84	175.46	1.0
Q0081	3751.99062	1.4532	-77.6733	46.26347	1044.45521	682.23099	0.00072474	0.0224922	-0.03259994	0.00115567	0.00024478	0.00091089	0.1669433	0.00019293	0.72071706	196.5	287.02	0.0
Q0084	3189.41935	1.4701	-66.88784	56.46513	719.29498	843.29106	-0.00385722	0.01908275	-0.02342414	0.00067026	0.00021198	0.00045828	0.21624156	0.00014494	0.58302276	198.07	239.5	1.0
Q0085	2702.19007	1.5855	-85.46202	86.43917	840.71023	465.84808	0.01066819	0.03995336	-0.0421824	0.00227542	0.00053767	0.00173775	0.18045973	0.00041062	1.1088126	86.82	279.06	1.0
Q0090	2186.23825	1.5496	-47.00814	44.68362	686.76113	362.57919	0.00664906	0.02991239	-0.03741402	0.00074055	0.0003057	0.00043485	0.24239643	0.00017951	0.8844906	68.11	225.74	1.0
Q0090	2186.23825	1.5496	-47.00814	44.68362	686.76113	362.57919	0.00664906	0.02991239	-0.03741402	0.00074055	0.0003057	0.00043485	0.24239643	0.00017951	0.8844906	68.11	225.74	1.0
Q0092	3008.38681	1.6254	-51.43098	43.99662	652.03315	836.65988	-0.00319284	0.02485362	-0.02505026	0.00054589	0.00027955	0.00026634	0.24985341	0.00013639	0.67930858	144.2	272.68	1.0
Q0095	3834.79458	1.454	-83.54614	71.72543	949.40564	625.2762	0.00311662	0.03434036	-0.04429282	0.00168493	0.00046931	0.00121562	0.20095378	0.00033859	1.04198619	105.14	335.81	0.0
Q0098	1953.55916	1.5616	-44.73598	50.49346	439.68011	559.53674	-0.00324101	0.01962795	-0.02121128	0.00046688	0.00024017	0.00022671	0.24979208	0.00011662	0.55823001	123.78	156.03	0.0
Q0099	3021.4729	1.5276	-43.03764	59.35933	646.83294	812.74994	0.00126666	0.0251343	-0.01772858	0.00053928	0.00036606	0.00017322	0.21803022	0.00011758	0.57172527	186.58	222.14	1.0
Q0102	2111.91285	1.4447	-44.77049	40.11117	590.47024	467.88973	0.00200937	0.02353983	-0.02516176	0.00063116	0.00021046	0.0004207	0.22226036	0.00014028	0.66006291	110.61	185.76	1.0
Q0103	3430.48186	1.4259	-62.96389	66.09783	966.50137	467.96779	0.00527295	0.02433059	-0.0340871	0.0011195	0.00033913	0.00078038	0.21116239	0.0002364	0.74867936	141.79	259.9	0.0
Q0105	3286.59552	1.4847	-47.69193	31.73993	862.79599	653.41705	-6.559e-05	0.0163934	-0.02179865	0.00048355	9.992e-05	0.00038364	0.16393301	7.927e-05	0.50947359	216.42	208.16	1.0
Q0106	3546.39474	1.5069	-59.77276	48.15188	928.16942	823.8909	-0.00390949	0.02389815	-0.0352367	0.00092271	0.00023132	0.00069139	0.18784893	0.00017333	0.79538878	155.22	335.4	0.0
Q0108	3064.21105	1.6905	-52.93441	77.62321	813.36247	697.58353	0.00364445	0.02630916	-0.02278196	0.00085504	0.00046319	0.00039185	0.24825975	0.00021227	0.67159587	178.17	244.94	1.0
Q0108	3064.21105	1.6905	-52.93441	77.62321	813.36247	697.58353	0.00364445	0.02630916	-0.02278196	0.00085504	0.00046319	0.00039185	0.24825975	0.00021227	0.67159587	178.17	244.94	1.0
Q0113	2873.08768	1.5536	-63.24031	45.93971	755.76	665.15567	-0.00283826	0.02285379	-0.03202997	0.00084744	0.00025285	0.00059459	0.20934523	0.00017741	0.73877066	137.36	260.53	0.0
Q0114	2966.13259	1.5581	-49.09046	66.93556	801.65576	629.20746	0.00264527	0.02369549	-0.02417423	0.00055374	0.00022916	0.00032458	0.24257688	0.00013432	0.65051564	131.13	269.55	1.0
Q0122	3524.03457	1.6105	-49.20437	82.18834	1010.21285	676.1849	0.00547045	0.03103144	-0.03271739	0.00109214	0.00058481	0.00050732	0.24874138	0.00027166	0.86280347	133.71	338.53	0.0
Q0123	3414.674	1.6044	-48.76312	74.18483	916.24921	738.12042	0.00481049	0.03055694	-0.0271493	0.0009168	0.00047054	0.00044627	0.24982486	0.00022904	0.79012545	155.15	308.12	1.0
Q0125	3890.10415	1.3699	-52.62651	53.136	933.14987	847.51225	0.00011849	0.01858189	-0.02021056	0.00049751	0.00021128	0.00028623	0.24432562	0.00012156	0.52673235	243.1	255.54	1.0
Q0126	2014.8124	1.6812	-54.48621	48.79554	619.96144	407.28788	0.00212115	0.0271595	-0.03599147	0.00115603	0.00027906	0.00087697	0.18312322	0.0002117	0.83433466	97.13	190.53	1.0
Q0127	2931.04631	1.4162	-65.7294	75.017	727.88387	605.22119	-0.00297137	0.02790178	-0.0401017	0.00136624	0.00048901	0.00087723	0.22981363	0.00031398	0.90996137	118.69	254.61	0.0
Q0129	2923.34622	1.5249	-50.81201	86.36292	766.90489	660.88628	0.00378567	0.02794168	-0.02424541	0.00122196	0.00076827	0.00045369	0.23343091	0.00028524	0.71377575	176.21	223.61	0.0
Q0131	3016.02932	1.4468	-63.2645	43.47372	862.82048	622.72253	-0.0006757	0.0216964	-0.03167364	0.00084161	0.00019424	0.00064736	0.17753168	0.00014941	0.70419642	158.2	257.8	0.0
Q0132	4364.19207	1.6573	-54.00358	67.20449	1031.95168	1049.48487	-0.00082513	0.0233784	-0.0246243	0.00089634	0.00040482	0.00049152	0.2476609	0.00022199	0.65325268	278.53	304.33	1.0
Q0135	2452.74804	1.5184	-54.20158	34.23003	739.47749	469.03603	0.0035744	0.02335351	-0.02760915	0.00073693	0.00016547	0.00057146	0.17412104	0.00012832	0.68042514	117.61	220.81	0.0
Q0136	3797.57722	1.4252	-53.31685	67.1192	1006.66535	758.08513	0.00392761	0.02525503	-0.02439318	0.0007537	0.00040401	0.00034968	0.2487009	0.00018745	0.67714992	197.01	297.17	1.0
Q0136	3797.57722	1.4252	-53.31685	67.1192	1006.66535	758.08513	0.00392761	0.02525503	-0.02439318	0.0007537	0.00040401	0.00034968	0.2487009	0.00018745	0.67714992	197.01	297.17	1.0
Q0137	3493.8876	1.4194	-83.82329	53.87152	1025.84468	590.68652	0.001278	0.02808171	-0.04527198	0.00152776	0.00030145	0.00122631	0.15838071	0.00024197	0.93506752	108.79	343.88	1.0
Q0140	2610.97083	1.4736	-47.77196	79.13148	746.91597	537.66993	0.00466531	0.02686016	-0.02616716	0.00087778	0.0004863	0.00039149	0.24708343	0.00021689	0.72300921	121.29	238.43	1.0
Q0141	3407.92667	1.6029	-38.60015	41.23721	806.23684	831.58047	0.00052011	0.01898375	-0.01738082	0.00032592	0.0001835	0.00014241	0.24602646	8.018e-05	0.49442766	225.48	233.15	1.0
Q0142	2212.65445	1.3945	-64.54421	77.70237	563.34311	551.15967	-0.00161049	0.02824349	-0.03212439	0.00137593	0.00065415	0.00072178	0.2493961	0.00034315	0.82076963	111.78	200.31	0.0
Q0143	2564.98338	1.5261	-58.34364	44.90694	709.32007	590.51394	0.00051079	0.02469116	-0.02853447	0.0006759	0.00022126	0.00045464	0.22019457	0.00014883	0.71939214	106.68	257.31	0.0
Q0145	3489.34789	1.4338	-56.03888	48.14804	1011.97374	644.66777	0.00379892	0.02751882	-0.03343564	0.00096047	0.00034818	0.00061229	0.23109662	0.00022196	0.81147883	148.03	315.87	0.0
Q0146	2471.03726	1.5027	-55.92561	76.01297	592.37401	631.36861	-0.00159444	0.02450471	-0.02608166	0.00112289	0.00055218	0.00057071	0.24993191	0.00028064	0.68894631	155.85	186.83	1.0
Q0148	2828.22179	1.4438	-63.96625	61.61732	827.05883	515.31313	0.00112698	0.02012649	-0.02936655	0.00082728	0.00022076	0.00060652	0.19564231	0.00016185	0.64419104	148.18	227.73	1.0
Q0152	3602.15261	1.4575	-52.03849	32.56744	1111.02101	498.19608	0.00400341	0.02085108	-0.03356837	0.00060843	0.00011619	0.00049224	0.15449997	9.4e-05	0.67452165	146.17	304.46	1.0
Q0152	3602.15261	1.4575	-52.03849	32.56744	1111.02101	498.19608	0.00400341	0.02085108	-0.03356837	0.00060843	0.00011619	0.00049224	0.15449997	9.4e-05	0.67452165	146.17	304.46	1.0
Q0156	3022.95343	1.4472	-48.13805	42.55594	883.35216	620.26012	0.0028112	0.01861082	-0.01969004	0.00046246	0.00016659	0.00029587	0.23046273	0.00010658	0.51854044	206.23	214.83	1.0
Q0157	2931.97348	1.4462	-69.65345	48.68775	804.31322	616.71591	-0.00140045	0.02019701	-0.0295676	0.00108797	0.00015827	0.0009297	0.12430836	0.00013524	0.66025094	169.1	228.83	0.0
Q0158	2206.37497	1.5933	-50.11085	67.60199	528.02616	586.21276	0.00339219	0.02759742	-0.01841047	0.00076575	0.00048278	0.00028297	0.23297729	0.0001784	0.61944182	141.27	170.75	0.0
Q0160	4139.61125	1.4023	-62.42179	35.75946	1041.65934	920.26012	-0.00076174	0.02033333	-0.02463964	0.00059234	0.00014032	0.00045202	0.18077744	0.00010708	0.60826294	216.61	332.78	1.0
Q0165	3442.68368	1.4176	-80.61476	69.9459	1093.57292	589.16203	0.00106138	0.02213023	-0.03804556	0.0011112	0.00022711	0.00088409	0.16261089	0.00018069	0.75382417	151.24	319.97	0.0
Q0171	2982.75987	1.5192	-51.3515	65.25361	754.55921	710.37642	-0.00066112	0.02060304	-0.02324784	0.00075227	0.00034045	0.00041182	0.24774943	0.00018637	0.5955362	204.53	205.69	0.0
Q0172	2871.72364	1.5778	-87.58201	82.24638	749.66108	671.82484	-0.00171874	0.03056259	-0.03774011	0.0018242	0.00071163	0.00111256	0.23792389	0.00043402	0.92395823	126.42	271.63	1.0
Q0176	3496.83554	1.5495	-56.02644	73.52857	886.90214	799.42182	-0.00108362	0.02580413	-0.03091367	0.00099764	0.0003785	0.00061915	0.23545332	0.0002349	0.76807853	167.95	304.27	0.0
Q0177	2808.7804	1.5533	-41.28901	67.9677	709.28995	670.5484	0.00232121	0.0300824	-0.02704391	0.00088201	0.00058897	0.00029304	0.2218564	0.00019568	0.77840371	129.49	256.9	0.0
Q0179	2626.91724	1.533	-66.02231	72.8209	845.39619	439.79489	0.00517153	0.02498642	-0.03291766	0.00115657	0.00037575	0.00078082	0.21933314	0.00025367	0.75376901	127.28	232.61	1.0
Q0183	2841.63085	1.4882	-60.923	73.0637	763.59411	567.19059	-0.00122052	0.02267121	-0.03338534	0.00091538	0.00033506	0.00058032	0.23205395	0.00021242	0.74117421	129.66	243.0	0.0
Q0184	1849.88079	1.6368	-42.27637	28.11092	435.19246	522.40875	-0.00162254	0.02068943	-0.02020952	0.0004045	0.00014244	0.00026206	0.22813855	9.228e-05	0.55586383	115.78	152.37	0.0
Q0187	3391.4856	1.3662	-51.9394	44.46891	936.61742	571.41939	0.00375433	0.02074213	-0.02409049	0.0006168	0.00014818	0.00046861	0.18252683	0.00011258	0.59894637	162.88	259.41	1.0
Q0187	3391.4856	1.3662	-51.9394	44.46891	936.61742	571.41939	0.00375433	0.02074213	-0.02409049	0.0006168	0.00014818	0.00046861	0.18252683	0.00011258	0.59894637	162.88	259.41	1.0
Q0191	3647.97769	1.5314	-59.79186	68.16257	957.11042	794.52401	0.00274915	0.02683315	-0.02626325	0.00088304	0.00034287	0.00054016	0.23752042	0.00020974	0.72313303	178.66	311.85	0.0
Q0195	2279.22708	1.4567	-58.83956	87.84422	583.401	558.58046	0.00374883	0.03505204	-0.02894534	0.00158306	0.00093049	0.00065257	0.24229469	0.00038357	0.87253457	118.64	201.15	1.0
Q0196	4170.6647	1.4981	-90.70529	59.99681	1074.38884	860.20205	-0.00457963	0.03574638	-0.05494666	0.00246848	0.00048219	0.00198629	0.15718122	0.000388	1.20501934	116.02	425.72	1.0
Q0199	2698.42478	1.5333	-44.28085	39.35158	691.91884	612.22265	0.00226298	0.02357129	-0.02181915	0.00051427	0.00023923	0.00027503	0.24878851	0.00012794	0.61902511	143.08	222.12	0.0
Q0200	2494.96765	1.367	-51.14034	70.64241	773.40111	450.08921	0.0050155	0.0245362	-0.02852748	0.00097549	0.00042646	0.00054903	0.24605345	0.00024002	0.70761795	145.35	197.26	0.0
Q0201	4146.50362	1.5284	-57.75562	53.04447	1030.64564	837.5035	-0.00017383	0.01985986	-0.02482763	0.00075712	0.00018177	0.00057535	0.18244326	0.00013813	0.60101641	240.51	282.63	1.0
Q0201	4146.50362	1.5284	-57.75562	53.04447	1030.64564	837.5035	-0.00017383	0.01985986	-0.02482763	0.00075712	0.00018177	0.00057535	0.18244326	0.00013813	0.60101641	240.51	282.63	1.0
Q0204	3438.06644	1.4324	-48.26766	31.21917	979.50384	616.45954	0.00288046	0.01909688	-0.0228861	0.00053574	0.00014543	0.00039031	0.19776625	0.00010595	0.55948005	205.23	241.68	0.0
Q0204	3438.06644	1.4324	-48.26766	31.21917	979.50384	616.45954	0.00288046	0.01909688	-0.0228861	0.00053574	0.00014543	0.00039031	0.19776625	0.00010595	0.55948005	205.23	241.68	0.0
Q0206	5090.4746	1.4611	-55.06503	88.21224	1286.74131	1004.12192	0.00517139	0.02989123	-0.02650609	0.00110136	0.00067846	0.0004229	0.23653887	0.00026051	0.77300647	227.89	413.62	1.0
Q0211	2933.04987	1.4648	-58.12435	28.58399	778.52722	642.57355	-0.00148493	0.02012496	-0.02766698	0.00059694	0.00012864	0.0004683	0.16905814	0.00010092	0.6404255	147.37	250.57	1.0
Q0211	2933.04987	1.4648	-58.12435	28.58399	778.52722	642.57355	-0.00148493	0.02012496	-0.02766698	0.00059694	0.00012864	0.0004683	0.16905814	0.00010092	0.6404255	147.37	250.57	1.0
Q0213	4848.98068	1.3998	-69.22514	36.53216	1159.92528	928.40495	-0.00173704	0.02100831	-0.0301545	0.00084136	0.00018724	0.00065411	0.17301992	0.00014557	0.68230958	232.78	352.01	1.0
Q0214	2514.90085	1.4409	-53.94671	59.696	707.04606	511.16618	0.00235838	0.0245238	-0.02830088	0.00098667	0.00031961	0.00066706	0.21899957	0.00021608	0.71045317	142.8	198.33	1.0
Q0218	2610.03637	1.4612	-60.97097	58.36887	682.32754	607.00195	6.136e-05	0.02444102	-0.02734368	0.00082963	0.00025205	0.00057758	0.21151028	0.00017547	0.70225937	136.78	224.27	0.0
Q0219	3409.1036	1.3493	-64.06792	54.23893	885.9108	723.95178	-0.00328516	0.01673663	-0.02778613	0.00082597	0.00019658	0.00062939	0.18135356	0.00014979	0.5906386	235.65	215.16	0.0
Q0219	3409.1036	1.3493	-64.06792	54.23893	885.9108	723.95178	-0.00328516	0.01673663	-0.02778613	0.00082597	0.00019658	0.00062939	0.18135356	0.00014979	0.5906386	235.65	215.16	0.0
Q0222	3122.61373	1.4981	-54.05205	70.94949	715.84483	776.3828	-0.00464868	0.02399913	-0.0310627	0.00100268	0.00039648	0.0006062	0.23906252	0.0002397	0.75305319	162.75	255.12	0.0
Q0222	3122.61373	1.4981	-54.05205	70.94949	715.84483	776.3828	-0.00464868	0.02399913	-0.0310627	0.00100268	0.00039648	0.0006062	0.23906252	0.0002397	0.75305319	162.75	255.12	0.0
Q0229	1984.79207	1.6502	-50.43962	45.6427	505.86413	485.78658	0.00284308	0.03651591	-0.03222146	0.00095719	0.00036168	0.00059551	0.23508132	0.00022502	0.93640246	71.41	206.28	1.0
Q0229	1984.79207	1.6502	-50.43962	45.6427	505.86413	485.78658	0.00284308	0.03651591	-0.03222146	0.00095719	0.00036168	0.00059551	0.23508132	0.00022502	0.93640246	71.41	206.28	1.0
Q0232	4351.87432	1.4333	-48.59692	64.82819	1063.07083	915.99025	0.00141995	0.0226511	-0.02322028	0.00056615	0.00034664	0.00021951	0.23739554	0.0001344	0.62353638	229.26	324.94	1.0
Q0234	3096.18389	1.3676	-60.62022	34.81637	872.67125	610.42032	0.00149388	0.01996189	-0.02490844	0.00052919	0.00013049	0.0003987	0.18578339	9.831e-05	0.59859124	162.31	253.0	1.0
Q0234	3096.18389	1.3676	-60.62022	34.81637	872.67125	610.42032	0.00149388	0.01996189	-0.02490844	0.00052919	0.00013049	0.0003987	0.18578339	9.831e-05	0.59859124	162.31	253.0	1.0
Q0234	3096.18389	1.3676	-60.62022	34.81637	872.67125	610.42032	0.00149388	0.01996189	-0.02490844	0.00052919	0.00013049	0.0003987	0.18578339	9.831e-05	0.59859124	162.31	253.0	1.0
Q0238	2734.5738	1.6983	-46.12741	49.183	757.65229	530.02906	0.0068931	0.02962911	-0.02560698	0.00082211	0.00036626	0.00045585	0.2470309	0.00020309	0.76119868	133.42	227.17	1.0
Q0240	3171.91187	1.4325	-56.26325	68.41541	933.58028	567.32758	0.00161895	0.02331205	-0.03407868	0.00097404	0.0002896	0.00068443	0.20892166	0.0002035	0.7450947	154.55	265.75	0.0
Q0240	3171.91187	1.4325	-56.26325	68.41541	933.58028	567.32758	0.00161895	0.02331205	-0.03407868	0.00097404	0.0002896	0.00068443	0.20892166	0.0002035	0.7450947	154.55	265.75	0.0
Q0240	3171.91187	1.4325	-56.26325	68.41541	933.58028	567.32758	0.00161895	0.02331205	-0.03407868	0.00097404	0.0002896	0.00068443	0.20892166	0.0002035	0.7450947	154.55	265.75	0.0
Q0240	3171.91187	1.4325	-56.26325	68.41541	933.58028	567.32758	0.00161895	0.02331205	-0.03407868	0.00097404	0.0002896	0.00068443	0.20892166	0.0002035	0.7450947	154.55	265.75	0.0
Q0240	3171.91187	1.4325	-56.26325	68.41541	933.58028	567.32758	0.00161895	0.02331205	-0.03407868	0.00097404	0.0002896	0.00068443	0.20892166	0.0002035	0.7450947	154.55	265.75	0.0
Q0241	2306.23565	1.503	-47.57479	82.60848	599.56289	558.78189	0.00295306	0.03164793	-0.02783601	0.00104606	0.00065356	0.00039249	0.23442773	0.00024522	0.81114601	99.24	225.13	0.0
Q0246	3052.15694	1.4301	-45.84791	35.25242	816.64912	661.77303	0.00040629	0.01903026	-0.02257629	0.0004372	0.00015868	0.00027852	0.23121479	0.00010109	0.5610318	180.64	233.36	1.0
Q0249	2157.00363	1.55	-39.22062	98.15894	536.36287	562.99881	0.00153906	0.02724865	-0.02295419	0.00131405	0.00108628	0.00022777	0.1432889	0.00018829	0.68162869	143.85	164.0	1.0
Q0250	2045.91778	1.4858	-55.43879	39.55443	561.70107	457.23378	0.00078117	0.02472136	-0.02862879	0.00079287	0.00022352	0.00056934	0.20243991	0.00016051	0.72041519	100.18	185.15	0.0
Q0251	3602.82394	1.3547	-58.84894	53.98443	904.554	760.51469	-0.00116481	0.01674394	-0.02246543	0.00046556	0.00016081	0.00030475	0.22610164	0.00010526	0.52673653	229.4	236.87	1.0
Q0255	5120.95747	1.3145	-54.28766	57.77091	1253.60935	1011.16877	0.00058178	0.01855355	-0.02169894	0.00059681	0.00022104	0.00037577	0.233197	0.00013917	0.54308189	319.46	314.74	1.0
Q0257	2682.50595	1.4804	-46.46731	84.12031	690.46642	629.34114	0.00143063	0.02390936	-0.02323137	0.00111986	0.00073859	0.00038127	0.22454718	0.00025146	0.64180948	193.79	175.79	1.0
Q0257	2682.50595	1.4804	-46.46731	84.12031	690.46642	629.34114	0.00143063	0.02390936	-0.02323137	0.00111986	0.00073859	0.00038127	0.22454718	0.00025146	0.64180948	193.79	175.79	1.0
Q0258	3518.39053	1.4125	-60.63706	67.49671	1052.86426	627.35307	0.00244166	0.02084022	-0.028436	0.00090511	0.00026758	0.00063753	0.20823511	0.00018848	0.64426508	204.39	266.12	0.0
Q0262	3273.8288	1.3776	-60.68027	54.30882	804.77581	755.82347	-0.00034371	0.02336001	-0.02558266	0.00073238	0.00024673	0.00048565	0.22339401	0.00016361	0.66495035	161.34	275.67	1.0
Q0263	2634.09581	1.699	-49.49848	77.94655	747.47462	558.76117	0.00603395	0.03613415	-0.03423216	0.0011632	0.00059365	0.00056955	0.24989268	0.00029068	0.96112099	106.49	259.29	0.0
Q0263	2634.09581	1.699	-49.49848	77.94655	747.47462	558.76117	0.00603395	0.03613415	-0.03423216	0.0011632	0.00059365	0.00056955	0.24989268	0.00029068	0.96112099	106.49	259.29	0.0
Q0269	4107.11385	1.4149	-52.72464	53.83917	1186.05618	786.33147	0.00217945	0.01731447	-0.02064931	0.00045283	0.00012694	0.0003259	0.20173762	9.135e-05	0.50732824	267.12	285.2	1.0
